Date,Open,High,Low,Close,Adj Close,Volume,Direction
18/11/2015,1194.449951,1194.449951,1173,1175.719971,1038.072876,1520352,
19/11/2015,1182.680054,1190.800049,1176,1181.280029,1042.982178,1866906,UP
20/11/2015,1183.25,1211.780029,1180.969971,1199.180054,1058.786377,2012126,UP
23/11/2015,1202.650024,1206.699951,1191.119995,1195.530029,1055.563843,1088082,DOWN
24/11/2015,1190.030029,1196.219971,1182.75,1183.969971,1045.3573,998640,DOWN
26/11/2015,1188.949951,1191.199951,1168.930054,1172.780029,1035.477173,2915292,DOWN
27/11/2015,1174,1179.719971,1166.25,1176.680054,1038.920654,1737206,UP
30/11/2015,1182.5,1195.619995,1175.069946,1186.780029,1047.838257,4100048,UP
01/12/2015,1181.449951,1189.030029,1178.530029,1180.949951,1042.69043,1721994,DOWN
02/12/2015,1189,1189.050049,1173.25,1182.599976,1044.147461,1640296,UP
03/12/2015,1180,1186.5,1173.5,1175.380005,1037.772705,2283358,DOWN
04/12/2015,1170,1173.650024,1160.550049,1164.199951,1027.901733,1246092,DOWN
07/12/2015,1166.099976,1171.949951,1157.619995,1159.900024,1024.105103,1382604,DOWN
08/12/2015,1159.699951,1174.5,1158.650024,1164.5,1028.166626,1139964,UP
09/12/2015,1168.949951,1186.400024,1160,1183.819946,1045.224609,5282806,UP
10/12/2015,1184.5,1195.599976,1176,1192.280029,1052.69397,1723988,UP
11/12/2015,1191.5,1195.969971,1181.619995,1193,1053.329956,1652378,UP
14/12/2015,1167.599976,1193.5,1165.300049,1189.219971,1049.992676,2718532,DOWN
15/12/2015,1189.219971,1192.5,1181.530029,1187.930054,1048.853516,1135868,DOWN
16/12/2015,1192,1207.25,1192,1204.199951,1063.218872,1435934,UP
17/12/2015,1207.5,1222.5,1196.680054,1219.880005,1077.062988,1618844,UP
18/12/2015,1210,1217.099976,1200.319946,1208.400024,1066.92688,3024970,DOWN
21/12/2015,1209.969971,1225,1203.430054,1223.199951,1079.994019,1610104,UP
22/12/2015,1220,1220,1200,1202.530029,1061.744263,1560858,DOWN
23/12/2015,1207.5,1217.5,1205.280029,1212.900024,1070.900146,849834,UP
24/12/2015,1210.5,1219.099976,1202,1217.119995,1074.626099,843160,UP
28/12/2015,1214,1233.199951,1210.099976,1231.349976,1087.189941,3704198,UP
29/12/2015,1229.180054,1232.650024,1222.880005,1227.900024,1084.143921,1708524,DOWN
30/12/2015,1226.530029,1229.5,1206.150024,1209.150024,1067.589111,1605762,DOWN
31/12/2015,1207.880005,1224.25,1203.75,1218.430054,1075.782837,1240318,UP
01/01/2016,1219.5,1219.5,1206.119995,1208.199951,1066.750488,712262,DOWN
04/01/2016,1205.069946,1207,1183.030029,1184.800049,1046.089966,1870184,DOWN
05/01/2016,1192.5,1193.300049,1170.5,1174.469971,1036.969604,2678020,DOWN
06/01/2016,1175.099976,1193.069946,1175.099976,1190.800049,1051.387573,2653228,UP
07/01/2016,1185,1191.449951,1180,1185.619995,1046.813721,3199580,DOWN
08/01/2016,1192.5,1203.680054,1186.25,1198.800049,1058.450806,1907544,UP
11/01/2016,1191.25,1192,1174.430054,1181.180054,1042.893799,2930228,DOWN
12/01/2016,1181.349976,1182.5,1150.800049,1163.530029,1027.309937,3482594,DOWN
13/01/2016,1158.5,1163.5,1127.550049,1139.599976,1006.181702,4746092,DOWN
14/01/2016,1136.5,1149.449951,1125,1139.400024,1006.005249,2742052,DOWN
15/01/2016,1144.430054,1145.849976,1127.5,1130.550049,998.191406,3269408,DOWN
18/01/2016,1131,1145.949951,1130,1138.819946,1005.493225,2213922,UP
19/01/2016,1138.5,1150,1134.150024,1139.650024,1006.226135,967910,UP
20/01/2016,1136.900024,1142.5,1121.5,1140.050049,1006.579102,1615954,UP
21/01/2016,1142.5,1144.949951,1122.880005,1127.25,1000.102539,2675536,DOWN
22/01/2016,1136.5,1151.030029,1130,1147.880005,1018.405396,1343178,UP
25/01/2016,1150.949951,1169.5,1145.75,1152.319946,1022.344788,1397560,UP
27/01/2016,1151,1164.969971,1140.949951,1159.880005,1029.052002,1626986,UP
28/01/2016,1157.75,1174.449951,1154.030029,1165.599976,1034.126709,3106660,UP
29/01/2016,1179.349976,1200,1167.530029,1195.650024,1060.787354,2235744,UP
01/02/2016,1195.550049,1206.469971,1179.5,1201.349976,1065.844238,1495274,UP
02/02/2016,1204.5,1216.5,1189.849976,1199.050049,1063.803833,1475588,DOWN
03/02/2016,1193.75,1214.949951,1180.150024,1208.150024,1071.877441,1308692,UP
04/02/2016,1210.949951,1220,1201,1210.030029,1073.545166,1250046,UP
05/02/2016,1204.050049,1219.969971,1204.050049,1210.969971,1074.379395,1402996,UP
08/02/2016,1200,1206.030029,1173.5,1181.469971,1048.206543,1063658,DOWN
09/02/2016,1166.800049,1166.800049,1127.800049,1140.699951,1012.035278,2489610,DOWN
10/02/2016,1137.5,1144.949951,1129.050049,1134.400024,1006.446106,1890732,DOWN
11/02/2016,1140,1144.5,1085.819946,1098.969971,975.012207,1962408,DOWN
12/02/2016,1100,1121.699951,1082,1113.300049,987.725769,2172568,UP
15/02/2016,1125,1153.430054,1120,1134.569946,1006.59668,2479712,UP
16/02/2016,1133,1141,1121.5,1132.780029,1005.008606,1588702,DOWN
17/02/2016,1132.5,1139.819946,1123.199951,1137.780029,1009.444824,1585178,UP
18/02/2016,1142.5,1159.880005,1139,1157.930054,1027.321899,1529140,UP
19/02/2016,1153.680054,1163.5,1152.719971,1159.819946,1028.998779,879012,UP
22/02/2016,1160.119995,1171.5,1152.5,1157.949951,1027.339966,1324884,DOWN
23/02/2016,1155.119995,1159.949951,1128.380005,1132,1004.316711,1306852,DOWN
24/02/2016,1131.219971,1131.219971,1100.599976,1105.469971,980.779114,1659328,DOWN
25/02/2016,1109.900024,1114,1092.819946,1106.430054,981.63092,1830556,UP
26/02/2016,1114.849976,1128.449951,1099.800049,1105.25,980.583923,1537536,DOWN
29/02/2016,1118.5,1118.5,1057.5,1088.400024,965.63446,2191718,DOWN
01/03/2016,1096.5,1142.550049,1081,1138.319946,1009.92395,1999760,UP
02/03/2016,1152.5,1165,1128.119995,1159.430054,1028.652832,1527486,UP
03/03/2016,1168,1195.5,1150.5,1186.569946,1052.731689,2648284,UP
04/03/2016,1190,1190,1174.780029,1178.780029,1045.82019,1512966,DOWN
08/03/2016,1171.050049,1183.5,1152.099976,1177.150024,1044.373901,1268152,DOWN
09/03/2016,1170.5,1184.699951,1147.569946,1178.619995,1045.678223,2017784,UP
10/03/2016,1178.030029,1179.930054,1157.469971,1174.150024,1041.71228,1661666,DOWN
11/03/2016,1170,1195.430054,1167.5,1182.619995,1049.227173,1530528,UP
14/03/2016,1181,1199,1170,1177.5,1044.68457,1636742,DOWN
15/03/2016,1174.530029,1181.75,1160.050049,1164.949951,1033.550049,1623356,DOWN
16/03/2016,1157.5,1166,1153.449951,1163.530029,1032.290283,1918246,DOWN
17/03/2016,1167,1180.900024,1166,1176.030029,1043.380371,2221088,UP
18/03/2016,1180,1215,1180,1212.930054,1076.118286,3204070,UP
21/03/2016,1213,1227.469971,1210,1223.119995,1085.158691,2336982,UP
22/03/2016,1221,1242.5,1218.25,1236.550049,1097.074097,1951984,UP
23/03/2016,1243.949951,1243.949951,1228.650024,1236.900024,1097.384766,2278434,UP
28/03/2016,1245.5,1258.569946,1230.780029,1236.699951,1097.207397,3320882,DOWN
29/03/2016,1239,1243.469971,1227.5,1234.699951,1095.432495,1838796,DOWN
30/03/2016,1235.449951,1252.5,1230,1244.75,1104.348877,2136504,UP
31/03/2016,1239.150024,1275,1236.069946,1260.150024,1118.011841,4363964,UP
01/04/2016,1252.5,1260.430054,1217.050049,1226.949951,1088.556396,3041400,DOWN
04/04/2016,1228,1244,1223.5,1235.619995,1096.248901,1752352,UP
05/04/2016,1235.400024,1242.449951,1221.030029,1231.380005,1092.487183,1491794,DOWN
06/04/2016,1235,1244.5,1229.680054,1240.949951,1100.977783,1763150,UP
07/04/2016,1240,1242.349976,1228.5,1235.400024,1096.053833,2390942,DOWN
08/04/2016,1233,1236.849976,1213.5,1216.030029,1078.868408,1399500,DOWN
11/04/2016,1216.5,1258.5,1206.5,1253.319946,1111.952515,2400648,UP
12/04/2016,1249,1262.5,1244.050049,1259.069946,1117.053711,1303628,UP
13/04/2016,1265,1272.5,1256.25,1263.099976,1120.629395,1601468,UP
18/04/2016,1226.5,1276.75,1220,1259.880005,1117.772583,7121504,DOWN
20/04/2016,1267.449951,1267.449951,1220,1225.180054,1086.986694,6405024,DOWN
21/04/2016,1225.5,1233.699951,1206.099976,1212.199951,1075.470459,2525724,DOWN
22/04/2016,1209.5,1217.699951,1202.099976,1208.530029,1072.214722,1964126,DOWN
25/04/2016,1201.150024,1228.530029,1201.150024,1225.619995,1087.376587,2267654,UP
26/04/2016,1224.5,1246.75,1221,1244.900024,1104.4823,2554368,UP
27/04/2016,1240,1257.300049,1237.949951,1255.550049,1113.931274,1848670,UP
28/04/2016,1250.650024,1270,1249.050049,1263.880005,1121.321411,4992744,UP
29/04/2016,1258.5,1271,1255,1267.75,1124.754883,2372178,UP
02/05/2016,1264.5,1265,1250,1263.349976,1120.851074,1116692,DOWN
03/05/2016,1262.5,1265,1236,1239.050049,1099.292114,2153118,DOWN
04/05/2016,1236.949951,1247.030029,1228.5,1239,1099.247559,1364892,DOWN
05/05/2016,1239,1244.969971,1231.780029,1235.150024,1095.832031,1246566,DOWN
06/05/2016,1232.5,1242.150024,1215.5,1236.699951,1097.207397,885598,UP
09/05/2016,1236.699951,1259,1228.199951,1256.280029,1114.578491,1821276,UP
10/05/2016,1257.5,1266.969971,1248,1261.449951,1119.165283,1158534,UP
11/05/2016,1250,1262.800049,1245,1259.150024,1117.124634,1598716,DOWN
12/05/2016,1260.280029,1284.949951,1260.280029,1283.099976,1138.373657,1513082,UP
13/05/2016,1282.5,1283,1255.069946,1261.699951,1119.387207,1621730,DOWN
16/05/2016,1269,1282.400024,1261.25,1275.569946,1131.692749,1111526,UP
17/05/2016,1282.099976,1295.619995,1276,1285.099976,1140.147949,1756698,UP
18/05/2016,1282.930054,1282.930054,1263.030029,1275.550049,1131.674927,1500740,DOWN
19/05/2016,1277.5,1280,1263.050049,1278.469971,1134.265625,1038792,UP
20/05/2016,1271.150024,1282.900024,1261.400024,1264.650024,1122.004517,1230918,DOWN
23/05/2016,1272,1272.949951,1240.099976,1245.719971,1105.209595,1533016,DOWN
24/05/2016,1242,1244.119995,1229.800049,1233.849976,1094.678467,1339158,DOWN
25/05/2016,1240.5,1266.469971,1240.5,1263.219971,1120.73584,1548678,UP
26/05/2016,1265,1282.449951,1252.550049,1274.349976,1130.610352,1943248,UP
27/05/2016,1276.569946,1289.930054,1275.300049,1286.319946,1141.230103,1104676,UP
30/05/2016,1291.5,1320.969971,1291,1318.199951,1169.514404,1349464,UP
31/05/2016,1320,1323.5,1281,1284.699951,1139.793091,3722608,DOWN
01/06/2016,1285.599976,1322.5,1285.5,1316.780029,1168.254639,1911942,UP
02/06/2016,1300,1327.150024,1300,1325.069946,1175.609253,1408756,UP
03/06/2016,1325.699951,1329,1310.25,1314.780029,1166.47998,1554922,DOWN
06/06/2016,1310.25,1319.5,1301.599976,1306.25,1183.210815,1322026,UP
07/06/2016,1307,1319.5,1306.5,1315.569946,1191.652344,1202194,UP
08/06/2016,1308.619995,1314.280029,1302.75,1306.550049,1183.482178,938266,DOWN
09/06/2016,1311.199951,1311.199951,1277.599976,1288.619995,1167.240845,1562138,DOWN
10/06/2016,1283,1301.619995,1276.599976,1277.880005,1157.512695,1396832,DOWN
13/06/2016,1270,1276.680054,1259,1273.5,1153.545044,1029978,DOWN
14/06/2016,1279.469971,1279.469971,1259.119995,1267.430054,1148.047119,977570,DOWN
15/06/2016,1265,1282.449951,1261,1278.430054,1158.010986,1270844,UP
16/06/2016,1272.780029,1282.349976,1258.219971,1279.150024,1158.662964,1145070,UP
17/06/2016,1279.5,1305,1279.5,1301.300049,1178.726685,1878988,UP
20/06/2016,1301.300049,1334,1295.900024,1329.650024,1204.406372,1872838,UP
21/06/2016,1331.75,1332.5,1320.699951,1325.599976,1200.737549,1027690,DOWN
22/06/2016,1325,1338.849976,1315.880005,1333.819946,1208.18335,1761712,UP
23/06/2016,1327.5,1329.75,1312.650024,1322.680054,1198.092651,1397014,DOWN
24/06/2016,1282.569946,1296.599976,1257.069946,1286.969971,1165.746216,3766586,DOWN
27/06/2016,1273.5,1273.5,1241.319946,1247.930054,1130.383545,4272566,DOWN
28/06/2016,1247.930054,1251.449951,1229.199951,1231.969971,1115.927124,4499524,DOWN
29/06/2016,1237.5,1256.25,1232.650024,1251.449951,1133.572144,2531264,UP
30/06/2016,1261,1281.449951,1250.180054,1276.550049,1156.308105,5121812,UP
01/07/2016,1281,1282.300049,1247.180054,1250.430054,1132.648315,2197296,DOWN
04/07/2016,1258,1262.930054,1241,1247.099976,1129.631958,1883484,DOWN
05/07/2016,1247.099976,1248.530029,1238.569946,1242.650024,1125.600952,1559748,DOWN
07/07/2016,1243.849976,1245.930054,1212.5,1214.900024,1100.464722,3316800,DOWN
08/07/2016,1217.5,1221.030029,1201.75,1213.300049,1099.015869,2456356,DOWN
11/07/2016,1215,1235.900024,1213.5,1232.069946,1116.017456,1543632,UP
12/07/2016,1235.849976,1237.5,1217.930054,1232.469971,1116.380005,1465536,UP
13/07/2016,1239,1249.619995,1225.619995,1246.550049,1129.133667,2102300,UP
14/07/2016,1243,1264.5,1235.5,1260.949951,1142.177124,2699988,UP
15/07/2016,1258.5,1263.900024,1213.280029,1222.680054,1107.512329,8336366,DOWN
18/07/2016,1223.5,1234.5,1215.300049,1216.719971,1102.113281,2598850,DOWN
19/07/2016,1213.75,1236.400024,1213.75,1233.099976,1116.950317,2362896,UP
20/07/2016,1225,1251.25,1224.069946,1247.469971,1129.967041,2815252,UP
21/07/2016,1244.75,1259.75,1232.219971,1253.030029,1135.003418,2527148,UP
22/07/2016,1249.449951,1262,1246,1257.550049,1139.097656,1517216,UP
25/07/2016,1256,1281.599976,1252.900024,1279.469971,1164.974487,1688796,UP
26/07/2016,1279.469971,1284,1266.5,1276.300049,1162.088013,2311290,DOWN
27/07/2016,1277.5,1290.199951,1272.5,1288.780029,1173.451416,1750510,UP
28/07/2016,1290.25,1314.780029,1288.530029,1309.619995,1192.426147,4632080,UP
29/07/2016,1307,1317.449951,1299.5,1309.650024,1192.453735,2488084,UP
01/08/2016,1316,1362.5,1316,1354.119995,1232.944092,3961704,UP
02/08/2016,1351.449951,1357.849976,1344.900024,1349.599976,1228.828613,2578162,DOWN
03/08/2016,1343,1349.5,1324.530029,1328.150024,1209.297974,2294702,DOWN
04/08/2016,1335,1341.469971,1318.119995,1326,1207.340332,1415416,DOWN
05/08/2016,1336.949951,1342.150024,1316,1324.550049,1206.020142,1868484,DOWN
08/08/2016,1320,1334,1314.530029,1324.75,1206.202515,2058244,UP
09/08/2016,1329,1329.900024,1289.430054,1325.099976,1206.520996,2261914,UP
10/08/2016,1325.5,1341,1324,1337.699951,1217.993652,2062078,UP
11/08/2016,1332.780029,1357.5,1332.780029,1354.949951,1233.699951,2233138,UP
12/08/2016,1352.5,1372.400024,1351.030029,1369.219971,1246.693115,2327358,UP
16/08/2016,1369,1370,1336.930054,1345.849976,1225.414185,3183754,DOWN
17/08/2016,1349.5,1349.5,1309,1312.280029,1194.848145,1848566,DOWN
18/08/2016,1317.5,1328.780029,1315.050049,1319.280029,1201.221924,1292064,UP
19/08/2016,1320,1323.219971,1300,1301.75,1185.260498,2416244,DOWN
22/08/2016,1294,1297.219971,1268.150024,1274.349976,1160.312622,2265274,DOWN
23/08/2016,1272.469971,1302.469971,1270.099976,1300.530029,1184.150024,1503374,UP
24/08/2016,1294.900024,1301,1284.530029,1286.030029,1170.947021,1116878,DOWN
25/08/2016,1290,1294.849976,1263,1275.530029,1161.386719,1939690,DOWN
26/08/2016,1279.900024,1286.280029,1258.599976,1262.469971,1149.495483,1250314,DOWN
29/08/2016,1267.469971,1267.469971,1233.380005,1250.280029,1138.396851,1488728,DOWN
30/08/2016,1255,1274.900024,1250.619995,1272.069946,1158.236572,1444026,UP
31/08/2016,1275,1275,1250.430054,1255.650024,1143.286011,3231668,DOWN
01/09/2016,1262.449951,1267.469971,1243.530029,1253.75,1141.55603,1345736,DOWN
02/09/2016,1256,1259.699951,1248.030029,1257.400024,1144.879272,1742330,UP
06/09/2016,1259.949951,1260.069946,1240,1242.030029,1130.884399,2239066,DOWN
07/09/2016,1249.849976,1249.849976,1211.5,1220.280029,1111.081055,3854040,DOWN
08/09/2016,1180,1180,1142.380005,1161.050049,1057.151611,7021516,DOWN
09/09/2016,1164.849976,1183.319946,1160.030029,1176.219971,1070.963867,2742438,UP
12/09/2016,1168.5,1181.969971,1162,1179.530029,1073.977539,2024454,UP
14/09/2016,1181,1188.800049,1155,1164.219971,1060.037842,2069858,DOWN
15/09/2016,1169.969971,1171.050049,1158.380005,1163.469971,1059.354614,2818964,DOWN
16/09/2016,1168.349976,1188,1160,1180.849976,1075.179688,4358004,UP
19/09/2016,1182.5,1213.5,1175,1205.719971,1097.823975,2802546,UP
20/09/2016,1205.5,1208.449951,1192.699951,1203.25,1095.575317,1184552,DOWN
21/09/2016,1203.849976,1212,1200.349976,1206.699951,1098.716309,1678020,UP
22/09/2016,1212.619995,1214,1185.550049,1189,1082.600098,2857574,DOWN
23/09/2016,1191,1201.930054,1185.569946,1199.050049,1091.751099,1800726,UP
26/09/2016,1200.550049,1209.550049,1197.5,1200.550049,1093.116821,1753476,UP
27/09/2016,1200.550049,1224,1200.550049,1218.050049,1109.050659,2038792,UP
28/09/2016,1215.5,1218.75,1207.599976,1211.530029,1103.114014,1731328,DOWN
29/09/2016,1217.5,1228.25,1209.800049,1218.900024,1109.824707,3603958,UP
30/09/2016,1218.530029,1224.900024,1211.550049,1215.400024,1106.637939,2175364,DOWN
03/10/2016,1225,1228.819946,1200.550049,1205.849976,1097.942383,1818880,DOWN
04/10/2016,1210,1212.530029,1199,1202.569946,1094.955566,1780718,DOWN
05/10/2016,1204,1207.699951,1188.050049,1193.180054,1086.406372,1176354,DOWN
06/10/2016,1197.5,1201.199951,1186.380005,1194.380005,1087.498779,2267572,UP
07/10/2016,1194,1194,1179.099976,1183.900024,1077.956421,1816512,DOWN
10/10/2016,1184.949951,1193.449951,1177.530029,1190.150024,1083.647095,1202142,UP
13/10/2016,1181.650024,1184.949951,1160.449951,1164.449951,1060.246948,5173334,DOWN
14/10/2016,1157.5,1193.5,1145.5,1183.099976,1077.228027,7741214,UP
17/10/2016,1184.449951,1187.900024,1172.199951,1181.219971,1075.516235,2728346,DOWN
18/10/2016,1188,1207.849976,1177.400024,1200.099976,1092.706543,2128632,UP
19/10/2016,1200.5,1205,1185.150024,1197.550049,1090.385132,1985058,DOWN
20/10/2016,1198.449951,1204.680054,1193,1200.569946,1093.134888,1265854,UP
21/10/2016,1200,1215.949951,1199.119995,1214.319946,1105.654297,1259660,UP
24/10/2016,1214.099976,1217.449951,1201.280029,1213.849976,1111.174561,1253190,UP
25/10/2016,1202.5,1207.300049,1190.5,1199.219971,1097.78186,1772466,DOWN
26/10/2016,1199.300049,1201.380005,1186.25,1198.119995,1096.77478,1437130,DOWN
27/10/2016,1189.849976,1214.75,1182.75,1209.050049,1106.780518,2941602,UP
28/10/2016,1205,1207.550049,1194,1199.349976,1097.901123,1752102,DOWN
01/11/2016,1199.849976,1199.849976,1167.069946,1175,1075.610474,2934776,DOWN
02/11/2016,1170.5,1172,1147.5,1152.030029,1054.583374,2325076,DOWN
03/11/2016,1147,1167.5,1142.25,1159.719971,1061.623047,1463310,UP
04/11/2016,1160,1168.069946,1147,1165.280029,1066.712891,1183752,UP
07/11/2016,1168.949951,1172.449951,1130.030029,1138.530029,1042.225586,2048052,DOWN
08/11/2016,1140.219971,1153.5,1130,1141.599976,1045.0354,1933634,UP
09/11/2016,1090,1137.5,1071.430054,1084.930054,993.159119,4500226,DOWN
10/11/2016,1102.400024,1108.75,1070.400024,1077.719971,986.559204,2172426,DOWN
11/11/2016,1073.530029,1073.530029,1043.099976,1050.569946,961.705505,2398424,DOWN
15/11/2016,1058.449951,1078.780029,1025.949951,1060.650024,970.932983,6290324,UP
16/11/2016,1072.550049,1104.449951,1069,1094.800049,1002.194458,4019958,UP
17/11/2016,1092.5,1104.300049,1065.069946,1068.599976,978.210693,2504688,DOWN
18/11/2016,1071,1075,1052.099976,1062.550049,972.672546,2140534,DOWN
21/11/2016,1063.099976,1070,1052.5,1066.449951,976.242493,1793366,UP
22/11/2016,1066,1088.719971,1061.030029,1067.5,977.203796,1318860,UP
23/11/2016,1074.5,1081.469971,1063.599976,1078.180054,986.980164,1275808,UP
24/11/2016,1077.449951,1103.800049,1068.5,1094.219971,1001.66333,3026234,UP
25/11/2016,1106,1153.619995,1096.099976,1150.180054,1052.890137,4276148,UP
28/11/2016,1147,1159.719971,1125.949951,1141.300049,1044.761475,1924296,DOWN
29/11/2016,1137.5,1146,1126.280029,1129.930054,1034.353027,1442296,DOWN
30/11/2016,1132.5,1147.380005,1121.150024,1138.030029,1041.7677,3445832,UP
01/12/2016,1138.5,1145,1127.030029,1131.719971,1035.991577,1123052,DOWN
02/12/2016,1129,1135.400024,1102.599976,1110.930054,1016.960083,1998032,DOWN
05/12/2016,1114.5,1118.930054,1085,1093,1000.546753,2249526,DOWN
06/12/2016,1095,1101.969971,1084.949951,1091.180054,998.880737,1593444,DOWN
07/12/2016,1091.099976,1092.219971,1072.819946,1077.280029,986.156372,2065706,DOWN
08/12/2016,1080.25,1099.5,1080,1097.880005,1005.013977,3239546,UP
09/12/2016,1102.5,1109.949951,1086.650024,1097.619995,1004.775818,1588718,DOWN
12/12/2016,1097.400024,1108.800049,1081.5,1104.099976,1010.707825,1311758,UP
13/12/2016,1109,1109,1091.5,1100.150024,1007.091919,2147534,DOWN
14/12/2016,1107,1112.349976,1094.5,1103.800049,1010.433167,1870366,UP
15/12/2016,1101,1136.050049,1101,1129.650024,1034.096558,4295410,UP
16/12/2016,1138.5,1145,1126,1141.319946,1044.779419,1987230,UP
19/12/2016,1140,1148.849976,1130.650024,1144.449951,1047.644653,1334210,UP
20/12/2016,1146,1172.5,1143.530029,1169.650024,1070.713135,2922760,UP
21/12/2016,1171.900024,1171.900024,1152.800049,1156.800049,1058.949951,2034902,DOWN
22/12/2016,1153,1162.5,1143.099976,1153.849976,1056.249756,1868300,DOWN
23/12/2016,1150,1158.880005,1139.400024,1144.050049,1047.278687,1118954,DOWN
26/12/2016,1133,1150.800049,1133,1146.550049,1049.567261,897408,UP
27/12/2016,1140.75,1165,1140.75,1161.699951,1063.435669,1294692,UP
28/12/2016,1163.349976,1174.949951,1151.569946,1156.699951,1058.858521,1350418,DOWN
29/12/2016,1151.5,1179.949951,1151.5,1175.849976,1076.388428,1963516,UP
30/12/2016,1177.449951,1189.300049,1172.819946,1182.780029,1082.732544,1405748,UP
02/01/2017,1183.300049,1187.550049,1176.199951,1180.680054,1080.810181,823132,DOWN
03/01/2017,1180.619995,1185.849976,1171.650024,1184.119995,1083.958984,1475324,UP
04/01/2017,1184.849976,1194.430054,1179.150024,1189.75,1089.112915,1420066,UP
05/01/2017,1192,1194.969971,1160.199951,1167.199951,1068.470093,2216404,DOWN
06/01/2017,1160.5,1164.680054,1128.550049,1140.699951,1044.211792,3009896,DOWN
09/01/2017,1137.5,1155.650024,1128.5,1151.849976,1054.418823,1854578,UP
10/01/2017,1152,1164.900024,1145.75,1157.680054,1059.755859,1533914,UP
11/01/2017,1157.5,1164.800049,1140.099976,1162.199951,1063.893188,1931296,UP
12/01/2017,1162.199951,1180,1152,1172.180054,1073.029175,2570374,UP
13/01/2017,1174,1178.969971,1118.930054,1124.650024,1029.519165,10235580,DOWN
16/01/2017,1125,1136.949951,1114,1129.280029,1033.75769,3364808,UP
17/01/2017,1127.449951,1143.900024,1126.400024,1139.380005,1043.00354,3009956,UP
18/01/2017,1139,1149,1132.719971,1147.550049,1050.482666,3136574,UP
19/01/2017,1147.5,1147.569946,1141.469971,1145.5,1048.605835,2251676,DOWN
20/01/2017,1143.5,1150,1132.5,1142.680054,1046.024536,2037246,DOWN
23/01/2017,1132.5,1156.75,1129.900024,1153.349976,1061.831909,2318546,UP
24/01/2017,1152,1161.5,1145,1159.180054,1067.199463,2282638,UP
25/01/2017,1161.300049,1180,1159.030029,1176.5,1083.145142,4111648,UP
27/01/2017,1172.530029,1189.380005,1172.530029,1178.900024,1085.354736,2871658,UP
30/01/2017,1170.5,1175.969971,1159.069946,1166.449951,1073.892212,2577956,DOWN
31/01/2017,1160,1166.030029,1100.030029,1114.900024,1026.432861,4666804,DOWN
01/02/2017,1110,1119.969971,1077.780029,1083.949951,997.938843,4864152,DOWN
02/02/2017,1085.030029,1109.5,1076.5,1103.819946,1016.232056,6009482,UP
03/02/2017,1104.849976,1121.5,1095.5,1116.280029,1027.703491,2153372,UP
